run_name,k,prompt_dropout,weight_decay,epochs,lr,num_beams,no_repeat_ngram_size,length_penalty,score_mode,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,CIDEr,METEOR,SPICE,SPIDEr,predictions_path,metrics_path
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,1,0,0.8,with_java,0.12443057722308115,0.03353240957416713,4.306856220403863e-08,4.9693828433157695e-11,0.12342440692929732,0.002679732555222383,0.05124938305752449,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb1_nrngram0_lp0.8.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram0_lp0.8.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,1,0,1,with_java,0.12443057722308115,0.03353240957416713,4.306856220403863e-08,4.9693828433157695e-11,0.12342440692929732,0.002679732555222383,0.05124938305752449,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb1_nrngram0_lp1.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram0_lp1.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,1,3,0.8,with_java,0.13119686069325498,0.035434501633871525,4.5488220005176914e-08,5.252616298778047e-11,0.12747700184009197,0.0029683838029091634,0.05228028575952462,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb1_nrngram3_lp0.8.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram3_lp0.8.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,1,3,1,with_java,0.13119686069325498,0.035434501633871525,4.5488220005176914e-08,5.252616298778047e-11,0.12747700184009197,0.0029683838029091634,0.05228028575952462,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb1_nrngram3_lp1.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram3_lp1.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,3,0,0.8,with_java,0.0419636698091467,7.371293660590609e-11,9.303309105864804e-14,3.43658981557963e-15,0.03081389973466451,0.0019242626054932499,0.02050745063496954,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb3_nrngram0_lp0.8.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb3_nrngram0_lp0.8.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,3,0,1,with_java,0.043606235691699156,7.29323725786796e-11,9.030414595252726e-14,3.2949248370108804e-15,0.031961754023592574,0.0020059022017476537,0.021254356938792882,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb3_nrngram0_lp1.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb3_nrngram0_lp1.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,3,3,0.8,with_java,0.04425074153886928,8.592347329886072e-11,1.1453173097359367e-13,4.449042210526963e-15,0.03326063367824025,0.0021172227050424808,0.02821767235755531,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb3_nrngram3_lp0.8.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb3_nrngram3_lp0.8.json
top0_pd0_wd0_ep15_lr5e-05,0,0,0,15,5e-05,3,3,1,with_java,0.05552740905866293,0.0024986483654163573,9.238043022691526e-09,1.8356190549654027e-11,0.04236232532783023,0.0019933548272769493,0.029869303210276272,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/predictions/test_preds_nb3_nrngram3_lp1.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0_ep15_lr5e-05/metrics/metrics_with_java_nb3_nrngram3_lp1.json
top0_pd0_wd0.01_ep15_lr5e-05,0,0,0.01,15,5e-05,1,0,0.8,with_java,0.16771527263754207,0.061890813971832714,6.451944936196854e-08,6.705192575380168e-11,0.14359555223180182,0.003036408569883811,0.058781256231406585,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0.01_ep15_lr5e-05/predictions/test_preds_nb1_nrngram0_lp0.8.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0.01_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram0_lp0.8.json
top0_pd0_wd0.01_ep15_lr5e-05,0,0,0.01,15,5e-05,1,0,1,with_java,0.16771527263754207,0.061890813971832714,6.451944936196854e-08,6.705192575380168e-11,0.14359555223180182,0.003036408569883811,0.058781256231406585,,,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0.01_ep15_lr5e-05/predictions/test_preds_nb1_nrngram0_lp1.json,/home/hice1/hgupta312/scratch/audiocaps_runs_newprompt_stpstrings_new-eos-bos_ext-runs/top0_pd0_wd0.01_ep15_lr5e-05/metrics/metrics_with_java_nb1_nrngram0_lp1.json
